GENE,gene_symbol,CHR,START,STOP,NSNPS,NPARAM,N,ZSTAT,P
5797,PTPRM,18,7532314,8416859,2919,171,142488,1.1457,0.12596
100505741,SPATA1,1,84936902,85032150,356,25,142488,1.1456,0.12598
8555,CDC14B,9,99242807,99417112,293,34,142488,1.1455,0.12601
347252,IGFBPL1,9,38396525,38459444,298,30,142488,1.1453,0.12604
9423,NTN1,17,8889859,9157317,1063,95,142488,1.1449,0.12612
2056,EPO,7,100283423,100331323,122,15,142488,1.1447,0.12616
29919,C18orf8,18,21048434,21123311,163,18,142488,1.1447,0.12616
5027,P2RX7,12,121535622,121634439,506,26,142488,1.1446,0.12618
219959,OR1S1,11,57947217,57993194,162,14,142488,1.1443,0.12625
55171,TBCCD1,3,186253856,186323332,168,15,142488,1.144,0.12632
84304,NUDT22,11,63958730,64007491,111,21,142488,1.1439,0.12633
8086,AAAS,12,53691240,53750412,106,15,142488,1.1439,0.12633
55223,TRIM62,1,33601000,33682671,189,12,142488,1.1435,0.12642
349149,GJC3,7,99510892,99566833,151,18,142488,1.1434,0.12644
55206,SBNO1,12,123763656,123884756,440,21,142488,1.1432,0.12647
6442,SGCA,17,48208240,48263293,108,24,142488,1.1429,0.12654
10869,USP19,3,49135479,49193371,68,14,142488,1.1428,0.12656
1632,ECI1,16,2279873,2337296,123,25,142488,1.1426,0.12661
131,ADH7,4,100323418,100391667,255,30,142488,1.1424,0.12664
22989,MYH15,3,108089216,108283169,491,44,142488,1.142,0.12673
22948,CCT5,5,10215041,10276501,294,26,142488,1.1417,0.12678
442038,SULT1C3,2,108828651,108891807,212,20,142488,1.1413,0.12688
63915,BLOC1S5,6,8003800,8099647,423,27,142488,1.1412,0.12689
6374,CXCL5,4,74851359,74899446,83,18,142488,1.1412,0.12689
4791,NFKB2,10,104118867,104172286,89,24,142488,1.1412,0.1269
1005,CDH7,18,63382488,63558175,607,26,142488,1.1405,0.12703
143888,KDELC2,11,108332832,108404169,146,25,142488,1.1405,0.12704
375612,LHFPL3,7,103934104,104559005,2175,117,142488,1.1405,0.12705
81611,ANP32E,1,150180717,150243504,104,13,142488,1.1403,0.12707
1727,CYB5R3,22,43003846,43080405,291,20,142488,1.1403,0.12708
79026,AHNAK,11,62191014,62349332,419,61,142488,1.1398,0.12718
7187,TRAF3,14,103208816,103387837,586,31,142488,1.1398,0.12719
203245,NAIF1,9,130813512,130864600,151,6,142488,1.1398,0.12719
49,ACR,22,51141652,51193727,160,34,142488,1.1396,0.12722
80762,NDFIP1,5,141453324,141544008,347,23,142488,1.1396,0.12723
344657,LRRIQ4,3,169495658,169565561,158,18,142488,1.1394,0.12726
1595,CYP51A1,7,91731463,91799059,133,7,142488,1.1394,0.12727
9581,PREPL,2,44534746,44624001,301,18,142488,1.1389,0.12737
23207,PLEKHM2,1,15975632,16071264,274,16,142488,1.1388,0.12738
23049,SMG1,16,18806175,18972748,478,22,142488,1.1388,0.12739
79989,TTC26,7,138783490,138884550,292,19,142488,1.1387,0.12741
283446,MYO1H,12,109791439,109896176,488,26,142488,1.1377,0.12762
57567,ZNF319,16,58018572,58069551,117,18,142488,1.1374,0.12769
284086,NEK8,17,27020822,27079784,82,20,142488,1.1373,0.1277
932,MS4A3,11,59789101,59848588,181,25,142488,1.137,0.12777
57508,INTS2,17,59932728,60040377,221,29,142488,1.1369,0.12779
8790,FPGT,1,74628896,74684533,130,12,142488,1.1368,0.12781
7066,THPO,3,184079773,184132368,197,42,142488,1.1367,0.12782
4814,NINJ1,9,95873771,95931570,237,40,142488,1.1364,0.12789
219960,OR10Q1,11,57985354,58031390,209,14,142488,1.1364,0.1279
56165,TDRD1,10,115904015,116002425,262,13,142488,1.1363,0.12792
7841,MOGS,2,74678184,74727537,62,11,142488,1.1358,0.12801
27106,ARRDC2,19,18076944,18134911,182,29,142488,1.1358,0.12802
100288413,ERVMER34-1,4,53599684,53652807,148,17,142488,1.1357,0.12804
84961,FBXL20,17,37398897,37593530,421,15,142488,1.1354,0.12809
134121,C5orf49,5,7820491,7886603,277,41,142488,1.1354,0.12811
342945,ZSCAN22,19,58803385,58863712,153,16,142488,1.1352,0.12814
6138,RPL15,3,23923295,23975187,124,17,142488,1.1349,0.1282
150921,TCF23,2,27336835,27386402,102,19,142488,1.1348,0.12824
392255,GDF6,8,97144558,97208020,131,17,142488,1.1347,0.12825
146279,TEKT5,16,10711358,10823802,688,52,142488,1.1347,0.12826
83594,NUDT12,5,102874556,102933493,170,30,142488,1.1347,0.12826
25839,COG4,16,70504472,70592457,216,20,142488,1.1342,0.12835
152,ADRA2C,4,3733296,3780253,183,38,142488,1.1342,0.12835
79443,FYCO1,3,45949391,46072316,392,22,142488,1.1342,0.12835
7874,USP7,16,8975951,9092341,387,27,142488,1.1341,0.12838
100506012,PPP5D1,19,46974045,47139457,673,70,142488,1.1341,0.12838
54739,XAF1,17,6623716,6688966,223,30,142488,1.1339,0.12841
1912,PHC2,1,33779224,33876194,289,22,142488,1.1337,0.12845
10775,POP4,19,30062170,30118162,294,31,142488,1.1335,0.12851
128209,KLF17,1,44478987,44610812,507,39,142488,1.1334,0.12853
60487,TRMT11,6,126272576,126370422,132,11,142488,1.1328,0.12865
4695,NDUFA2,5,140014948,140062370,102,14,142488,1.1326,0.1287
65263,PYCRL,8,144676083,144726784,193,30,142488,1.1325,0.12871
60558,GUF1,4,44645433,44712944,211,12,142488,1.1323,0.12874
60481,ELOVL5,6,53122196,53248977,405,23,142488,1.1323,0.12875
2070,EYA4,6,133526512,133863258,1066,61,142488,1.1322,0.12877
6678,SPARC,5,151030657,151101615,197,29,142488,1.1322,0.12878
23034,SAMD4A,14,54998815,55270033,747,117,142488,1.1321,0.1288
132320,SCLT1,4,129795148,130049764,649,29,142488,1.132,0.12881
55208,DCUN1D2,13,114100134,114180024,421,21,142488,1.1317,0.12888
22808,MRAS,3,138031490,138134377,238,22,142488,1.1317,0.12889
10560,SLC19A2,1,169423147,169490208,196,33,142488,1.1314,0.12895
684,BST2,19,17492238,17551458,229,26,142488,1.1312,0.12898
3475,IFRD1,7,112028199,112127258,339,35,142488,1.1312,0.12898
133022,TRAM1L1,4,117994710,118041736,142,23,142488,1.1309,0.12906
84133,ZNRF3,22,29244755,29463476,573,39,142488,1.1307,0.12908
9254,CACNA2D2,3,50390230,50575892,344,23,142488,1.1306,0.12911
8100,IFT88,13,21105585,21275576,505,27,142488,1.1303,0.12919
9473,THEMIS2,1,28164055,28223196,151,24,142488,1.1299,0.12926
285521,COX18,4,73910416,73970476,43,9,142488,1.1297,0.12929
10816,SPINT3,20,44131101,44179264,178,18,142488,1.1298,0.12929
2912,GRM2,3,51706081,51762629,64,24,142488,1.1295,0.12934
389073,C2orf80,2,209020071,209089969,290,34,142488,1.1294,0.12936
390594,KBTBD13,15,65334154,65382276,113,20,142488,1.1293,0.12938
151827,LRRC34,3,169501216,169565574,153,17,142488,1.1289,0.12946
213,ALB,4,74234972,74297129,156,16,142488,1.1289,0.12946
3151,HMGN2,1,26763902,26813133,100,18,142488,1.1287,0.12951
9204,ZMYM6,1,35441766,35532569,191,10,142488,1.1286,0.12953
1047,CLGN,4,141299607,141383815,240,21,142488,1.1282,0.12962
140609,NEK7,1,198091108,198301550,694,25,142488,1.1281,0.12963
5595,MAPK3,16,30115426,30169630,95,16,142488,1.1278,0.12969
11193,WBP4,13,41599973,41668142,122,23,142488,1.1278,0.1297
80133,MROH9,1,170869612,171043906,680,40,142488,1.1276,0.12974
221143,N6AMT2,13,21292036,21383095,290,16,142488,1.1275,0.12977
26693,OR2V1,5,180541339,180591557,264,27,142488,1.1271,0.12984
11226,GALNT6,12,51735654,51820739,238,49,142488,1.1271,0.12985
253650,ANKRD18A,9,38533190,38655626,492,69,142488,1.127,0.12987
199990,C1orf86,1,2105899,2179159,191,35,142488,1.1269,0.12988
8034,SLC25A16,10,70232090,70322280,326,18,142488,1.1269,0.12989
6206,RPS12,6,133100708,133152007,222,19,142488,1.1268,0.1299
23125,CAMTA2,17,4861287,4925960,177,25,142488,1.1265,0.12999
5939,RBMS2,12,56880607,57004859,287,29,142488,1.1261,0.13006
54881,TEX10,9,103054357,103150856,245,21,142488,1.1261,0.13006
5871,MAP4K2,11,64546609,64605720,118,28,142488,1.126,0.13008
23315,SLC9A8,20,48394250,48518779,466,36,142488,1.1258,0.13013
80148,PQLC1,18,77652420,77746664,311,27,142488,1.1253,0.13023
51005,AMDHD2,16,2535363,2590955,74,18,142488,1.1252,0.13025
23117,NPIPB3,16,21403455,21471658,13,6,142488,1.1249,0.13031
146779,EFCAB3,17,60412579,60503840,249,34,142488,1.1248,0.13033
4332,MNDA,1,158766168,158829270,188,27,142488,1.1249,0.13033
135927,C7orf34,7,142601603,142647957,138,13,142488,1.1248,0.13034
171546,SPTSSA,14,34892144,34966468,281,32,142488,1.1244,0.13042
4967,OGDH,7,44611104,44758669,375,32,142488,1.1244,0.13043
152816,C4orf26,4,76446258,76501103,165,24,142488,1.1243,0.13043
126541,OR10H4,19,16024818,16070768,249,17,142488,1.1241,0.13048
9495,AKAP5,14,64897217,64951221,156,17,142488,1.1239,0.13052
644019,CBWD6,9,69194538,69297593,60,14,142488,1.1239,0.13053
149428,BNIPL,1,150974029,151030076,149,32,142488,1.1237,0.13057
90799,CEP95,17,62467878,62544069,163,16,142488,1.1237,0.13058
84865,CCDC142,2,74689959,74745357,72,12,142488,1.1235,0.13061
51499,TRIAP1,12,120871764,120919215,157,25,142488,1.1235,0.13061
10326,SIRPB1,20,1535029,1635720,286,34,142488,1.1229,0.13074
64924,SLC30A5,5,68354776,68436899,288,20,142488,1.1228,0.13077
100127206,KIAA1024L,5,129048884,129110756,160,20,142488,1.1225,0.13083
7372,UMPS,3,124414213,124478120,294,27,142488,1.122,0.13094
84282,RNF135,17,29261224,29336929,133,13,142488,1.1218,0.13096
55187,VPS13D,1,12255101,12582099,696,34,142488,1.1217,0.131
440738,MAP1LC3C,1,242148792,242199630,264,31,142488,1.1215,0.13105
441151,TMEM151B,6,44203480,44257182,187,34,142488,1.1214,0.13106
92105,INTS4,11,77579766,77740771,492,37,142488,1.1211,0.13112
1514,CTSL,9,90305974,90356384,181,24,142488,1.1209,0.13116
54969,C4orf27,4,170640619,170714093,203,35,142488,1.1209,0.13116
1072,CFL1,11,65612282,65660804,102,14,142488,1.1209,0.13117
1521,CTSW,11,65612284,65661212,102,14,142488,1.1209,0.13117
23019,CNOT1,16,58543850,58698790,520,28,142488,1.1199,0.13138
825,CAPN3,15,42611545,42714515,362,23,142488,1.1198,0.13141
53820,RIPPLY3,21,38343456,38401959,302,23,142488,1.1197,0.13142
256979,SUN3,7,48016745,48103724,277,17,142488,1.1191,0.13154
642446,TRIM64B,11,89593606,89644185,38,11,142488,1.1186,0.13166
3913,LAMB2,3,49148547,49205599,73,16,142488,1.1181,0.13177
4629,MYH11,16,15786992,15985887,942,68,142488,1.1179,0.13179
23539,SLC16A8,22,38464144,38514170,124,20,142488,1.1174,0.13191
23167,EFR3A,8,132881356,133035889,588,32,142488,1.117,0.13199
5954,RCN1,11,32077477,32137272,166,20,142488,1.1165,0.13211
221458,KIF6,6,39292876,39728181,1375,67,142488,1.1162,0.13216
222487,ADGRG3,16,57667099,57733290,282,47,142488,1.116,0.13221
5357,PLS1,3,142280229,142442506,435,26,142488,1.1159,0.13224
143458,LDLRAD3,11,35930537,36263688,1224,120,142488,1.1157,0.13227
11232,POLG2,17,62463902,62528184,151,14,142488,1.1157,0.13227
29115,SAP30BP,17,73628399,73714139,162,23,142488,1.1157,0.13228
100506571,LOC100506571,1,228251610,228299258,82,17,142488,1.1157,0.13228
400818,NBPF9,1,144776743,144840407,79,15,142488,1.1156,0.1323
80228,ORAI2,7,102038977,102107268,193,23,142488,1.1154,0.13233
79683,ZDHHC14,6,157767557,158108293,1331,92,142488,1.1153,0.13237
10128,LRPPRC,2,44103363,44258144,558,24,142488,1.1153,0.13237
54882,ANKHD1,5,139746399,139929441,201,31,142488,1.1153,0.13237
337882,KRTAP19-1,21,31842364,31887636,83,5,142488,1.1153,0.13237
283847,CCDC79,16,66778879,66870523,182,14,142488,1.1151,0.1324
80162,ATHL1,11,253480,307511,273,44,142488,1.1148,0.13246
55107,ANO1,11,69889408,70045651,704,73,142488,1.114,0.13265
55584,CHRNA9,4,40302346,40367234,291,22,142488,1.1139,0.13266
23617,TSSK2,22,19083321,19130136,214,19,142488,1.1137,0.1327
2696,GIPR,19,46136490,46195717,248,24,142488,1.1136,0.13273
79020,C7orf25,7,42938223,42986689,143,10,142488,1.1134,0.13277
57103,TIGAR,12,4395359,4479194,241,42,142488,1.1131,0.13283
137797,LYPD2,8,143821628,143868952,174,22,142488,1.113,0.13286
6812,STXBP1,9,130339486,130464995,187,29,142488,1.1129,0.13287
51449,PCYOX1,2,70450231,70518317,151,10,142488,1.1127,0.13292
25932,CLIC4,1,25036760,25180815,213,19,142488,1.1123,0.13301
84419,C15orf48,15,45687727,45735647,171,13,142488,1.1122,0.13302
92106,OXNAD1,3,16271667,16389000,409,25,142488,1.112,0.13306
5192,PEX10,1,2326241,2379010,217,54,142488,1.1121,0.13306
4141,MARS,12,57846736,57920438,148,18,142488,1.1117,0.13313
283234,CCDC88B,11,64072690,64135006,137,20,142488,1.1117,0.13314
221061,FAM171A1,10,15243642,15448058,759,45,142488,1.1116,0.13316
7072,TIA1,2,70426576,70510886,185,11,142488,1.1114,0.13319
201895,SMIM14,4,39538917,39675481,383,42,142488,1.1111,0.13327
84079,ANKRD27,19,33077907,33201102,633,30,142488,1.1106,0.13336
9926,LPGAT1,1,211906799,212083531,582,31,142488,1.1103,0.13345
10293,TRAIP,3,49856028,49928992,114,16,142488,1.1098,0.13355
63926,ANKEF1,20,9980697,10047407,271,21,142488,1.1097,0.13357
2998,GYS2,12,21674461,21818722,478,35,142488,1.1097,0.13357
7903,ST8SIA4,5,100132639,100273989,326,17,142488,1.109,0.13372
9122,SLC16A4,1,110895473,110968704,183,20,142488,1.1089,0.13373
2358,FPR2,19,52229453,52283779,257,39,142488,1.1089,0.13373
8345,HIST1H2BH,6,26216848,26271783,180,18,142488,1.1088,0.13376
317761,C14orf39,14,60892674,60987764,209,14,142488,1.1082,0.13389
527,ATP6V0C,16,2528727,2580224,70,16,142488,1.1081,0.1339
10367,MICU1,10,74117084,74420949,568,15,142488,1.1078,0.13398
64983,MRPL32,7,42936804,42987456,146,10,142488,1.1077,0.13399
337969,KRTAP19-2,21,31849509,31894667,90,5,142488,1.1076,0.13401
147670,SMIM17,19,57119527,57178614,237,42,142488,1.1075,0.13403
26284,ERAL1,17,27147043,27198072,99,10,142488,1.1072,0.13409
285429,DCAF4L1,4,41948713,41998484,175,17,142488,1.1069,0.13416
5641,LGMN,14,93160152,93250047,248,52,142488,1.1069,0.13417
51571,FAM49B,8,130841839,131063897,543,46,142488,1.1067,0.13422
26017,FAM32A,19,16261235,16312857,153,17,142488,1.1067,0.13422
728026,LOC728026,9,97099492,97144845,133,17,142488,1.1065,0.13425
84002,B3GNT5,3,182936032,183001179,100,18,142488,1.1065,0.13426
5873,RAB27A,15,55485164,55617034,532,36,142488,1.1064,0.13427
7016,TESK1,9,35570281,35620038,112,18,142488,1.1062,0.13433
389383,CLPSL2,6,35709343,35757329,181,19,142488,1.106,0.13437
1675,CFD,19,824665,873624,282,43,142488,1.1059,0.13438
223075,CCDC129,7,31518685,31708334,701,35,142488,1.1054,0.1345
56341,PRMT8,12,3455515,3713139,716,102,142488,1.1053,0.13452
79165,LENG1,19,54649377,54698446,154,34,142488,1.1051,0.13456
4901,NRL,14,24537902,24619223,141,25,142488,1.1047,0.13465
11007,CCDC85B,11,65622875,65669106,115,15,142488,1.1044,0.13471
5218,CDK14,7,90190681,90849905,2282,74,142488,1.1044,0.13471
90576,ZNF799,19,12490828,12547088,284,12,142488,1.1042,0.13476
7542,ZFPL1,11,64816694,64865874,107,21,142488,1.1042,0.13476
9706,ULK2,17,19664143,19806239,268,14,142488,1.1038,0.13483
4600,MX2,21,42698918,42790870,305,58,142488,1.1038,0.13484
129607,CMPK2,2,6970684,7041766,112,26,142488,1.1036,0.13488
404734,ANKHD1-EIF4EBP3,5,139746399,139939163,212,31,142488,1.1034,0.13494
56034,PDGFC,4,157672763,157927546,585,44,142488,1.1033,0.13494
80153,EDC3,15,74912899,75023386,110,18,142488,1.1033,0.13495
8395,PIP5K1B,9,71285188,71634092,1104,57,142488,1.1032,0.13497
653404,FOXD4L6,9,69189480,69237204,43,16,142488,1.1029,0.13504
132949,AASDH,4,57194450,57289265,340,20,142488,1.1029,0.13505
11244,ZHX1,8,124250690,124322781,74,22,142488,1.1028,0.13505
1397,CRIP2,14,105904275,105956507,91,31,142488,1.1026,0.1351
57713,SFMBT2,10,7190586,7488448,1148,83,142488,1.1022,0.13518
130271,PLEKHH2,2,43829439,44005126,745,49,142488,1.1022,0.13518
54700,RRN3,16,15143879,15223168,195,30,142488,1.1019,0.13526
8000,PSCA,8,143716726,143774145,284,15,142488,1.1009,0.13546
3570,IL6R,1,154342669,154451926,350,32,142488,1.1009,0.13548
101928892,LOC101928892,22,51113086,51160473,148,31,142488,1.1005,0.13555
25805,BAMBI,10,28931424,28981868,147,21,142488,1.1002,0.13562
56262,LRRC8A,9,131609391,131690318,176,17,142488,1.0997,0.13573
92689,FAM114A1,4,38834354,38957365,550,25,142488,1.0997,0.13573
729438,GATSL2,7,74797605,74902341,19,10,142488,1.0996,0.13576
5412,UBL3,13,30328545,30459820,394,28,142488,1.0995,0.13578
100506658,OCLN,5,68753119,68863931,171,25,142488,1.0995,0.13579
1889,ECE1,1,21533740,21707034,596,54,142488,1.0992,0.13584
6529,SLC6A1,3,10999420,11090935,305,57,142488,1.0992,0.13585
891,CCNB1,5,68427837,68484072,197,22,142488,1.099,0.13589
4829,NMBR,6,142386745,142444936,136,12,142488,1.0987,0.13595
7579,ZSCAN20,1,33903232,33972105,193,27,142488,1.098,0.13609
100861519,GDNF-AS1,5,37805540,37885901,313,27,142488,1.0979,0.13613
635,BHMT,5,78372604,78438113,201,23,142488,1.0977,0.13616
6201,RPS7,2,3587853,3638509,235,32,142488,1.0975,0.13621
133558,MROH2B,5,40988122,41106444,519,32,142488,1.0972,0.13627
10395,DLC1,8,12930870,13408167,2791,91,142488,1.0969,0.13635
10017,BCL2L10,15,52391490,52439972,145,20,142488,1.0969,0.13635
100293516,ZNF587B,19,58306427,58367606,209,26,142488,1.0967,0.13639
10950,BTG3,21,18955968,19020268,125,18,142488,1.0964,0.13646
8861,LDB1,10,103856315,103915210,108,20,142488,1.0963,0.13647
400506,KNOP1,16,19707673,19764726,139,11,142488,1.096,0.13654
10384,BTN3A3,6,26405700,26463643,227,13,142488,1.0958,0.13659
3903,LAIR1,19,54855235,54917241,331,49,142488,1.0955,0.13664
84246,MED10,5,6362039,6413639,191,23,142488,1.0955,0.13665
1412,CRYBA2,2,219844912,219893127,46,16,142488,1.0954,0.13667
54386,TERF2IP,16,75646602,75701340,202,22,142488,1.0953,0.13669
51725,FBXO40,3,121277170,121359139,299,39,142488,1.0952,0.13672
54407,SLC38A2,12,46741971,46801645,148,20,142488,1.0951,0.13673
27075,TSPAN13,7,16758351,16834161,434,56,142488,1.0949,0.13677
353149,TBC1D26,17,15600591,15658098,182,26,142488,1.0949,0.13678
51057,WDPCP,2,63338518,63850867,1186,30,142488,1.0948,0.1368
127074,OR2T4,1,248489883,248535929,322,10,142488,1.0947,0.13683
23598,PATZ1,22,31711790,31777249,158,29,142488,1.0946,0.13684
4632,MYL1,2,211144868,211214895,153,14,142488,1.0946,0.13685
10273,STUB1,16,695115,742768,149,13,142488,1.0945,0.13686
84643,KIF2B,17,51865239,51912573,224,23,142488,1.0944,0.13689
1750,DLX6,7,96600290,96650352,90,25,142488,1.0943,0.13691
401647,GOLGA7B,10,99574995,99641335,181,29,142488,1.0943,0.13691
5428,POLG,15,89849536,89913026,160,24,142488,1.0942,0.13694
26038,CHD5,1,6151847,6275194,425,44,142488,1.0936,0.13707
54566,EPB41L4B,9,111924254,112118021,579,73,142488,1.0928,0.13723
284723,SLC25A34,1,16027721,16077884,169,21,142488,1.0927,0.13727
115704,EVI5L,19,7860161,7939862,246,31,142488,1.0926,0.13728
83446,CCDC70,13,52401117,52450372,157,33,142488,1.0924,0.13732
51121,RPL26L1,5,172350917,172406774,216,35,142488,1.092,0.13742
3237,HOXD11,2,176936721,176986563,122,25,142488,1.0914,0.13755
164045,HFM1,1,91716323,91905426,518,36,142488,1.0913,0.13758
55289,ACOXL,2,111455150,111885799,1237,69,142488,1.0912,0.13759
26225,ARL5A,2,152647480,152720009,146,26,142488,1.091,0.13764
84953,MICALCL,11,12273447,12393687,551,45,142488,1.0907,0.13771
390927,ZNF793,19,37962323,38044239,158,24,142488,1.0903,0.13778
151647,FAM19A4,3,68770915,69016761,845,33,142488,1.0904,0.13778
54820,NDE1,16,15702124,15830210,348,36,142488,1.0902,0.1378
54784,ALKBH4,7,102086667,102140321,171,22,142488,1.0899,0.13787
140688,NOL4L,20,31020862,31207875,394,32,142488,1.0896,0.13793
2953,GSTT2,22,24287291,24336106,210,16,142488,1.0895,0.13796
728294,D2HGDH,2,242639030,242718231,379,42,142488,1.0892,0.13803
23338,JADE2,5,133825003,133928918,292,35,142488,1.0889,0.1381
100507096,GIMD1,4,107269340,107323592,161,22,142488,1.0889,0.1381
79883,PODNL1,19,14032000,14099204,95,27,142488,1.0887,0.13814
64427,TTC31,2,74675200,74731691,69,12,142488,1.0884,0.13821
9727,RAB11FIP3,16,440649,582485,473,33,142488,1.0884,0.13821
101927509,LOC101927509,2,242172191,242230114,166,25,142488,1.088,0.13829
54970,TTC12,11,113150251,113254345,245,35,142488,1.0879,0.13831
26872,STEAP1,7,89748689,89804141,175,17,142488,1.0876,0.13838
2805,GOT1,10,101146627,101225530,168,32,142488,1.0875,0.13841
92293,TMEM132C,12,128716948,129202460,1835,192,142488,1.087,0.13851
8760,CDS2,20,5072407,5188533,336,28,142488,1.0868,0.13856
6794,STK11,19,1170798,1238434,248,45,142488,1.0867,0.13857
51018,RRP15,1,218423629,218521325,193,17,142488,1.0867,0.13858
481,ATP1B1,1,169040947,169111960,271,36,142488,1.0867,0.13859
11033,ADAP1,7,927537,1030208,553,66,142488,1.086,0.13875
284525,SLC9C2,1,173459604,173607233,399,21,142488,1.0858,0.13877
79149,ZSCAN5A,19,56722672,56861208,539,74,142488,1.0858,0.13879
134553,C5orf24,5,134146370,134205425,75,18,142488,1.0856,0.13884
1728,NQO1,16,69733304,69795849,164,23,142488,1.0853,0.13888
25852,ARMC8,3,137871115,138027231,202,29,142488,1.0854,0.13888
353164,TAS2R42,12,11328599,11374543,226,26,142488,1.0853,0.13889
81628,TSC22D4,7,100054142,100111902,94,12,142488,1.0851,0.13894
63920,ZBED8,5,159810155,159862060,140,21,142488,1.085,0.13895
124565,SLC38A10,17,79208799,79304233,384,42,142488,1.085,0.13896
3482,IGF2R,6,160355131,160537583,507,49,142488,1.0848,0.139
55160,ARHGEF10L,1,17811693,18034370,595,64,142488,1.0848,0.139
1305,COL13A1,10,71526644,71728904,986,124,142488,1.0848,0.13901
11270,NRM,6,30645824,30694197,229,22,142488,1.0843,0.13911
84056,KATNAL1,13,30766767,30916624,537,48,142488,1.0839,0.1392
83729,INHBE,12,57814096,57861791,101,16,142488,1.0838,0.13922
27031,NPHP3,3,132389453,132476303,188,34,142488,1.0836,0.13927
6606,SMN1,5,70185768,70258839,12,5,142488,1.0836,0.13927
84701,COX4I2,20,30190685,30242837,153,10,142488,1.0834,0.13931
2903,GRIN2A,16,9837265,10311611,2125,59,142488,1.0833,0.13933
79642,ARSJ,4,114811432,114936281,337,31,142488,1.0828,0.13945
285588,EFCAB9,5,171586176,171640458,214,29,142488,1.0828,0.13945
79680,C22orf29,22,19823661,19877371,197,17,142488,1.0827,0.13947
169044,COL22A1,8,139590478,139961236,1421,125,142488,1.0826,0.13949
4716,NDUFB10,16,1974517,2021976,265,41,142488,1.0824,0.13954
51474,LIMA1,12,50559563,50712353,245,15,142488,1.0824,0.13954
54848,ARHGEF38,4,106438704,106612070,550,50,142488,1.0824,0.13954
9415,FADS2,11,61548675,61644826,224,23,142488,1.0822,0.13959
399687,MYO18A,17,27390528,27542432,342,27,142488,1.0821,0.1396
5017,OVOL1,11,65519505,65574690,126,16,142488,1.0818,0.13968
23199,GSE1,16,85168152,85719812,2232,266,142488,1.0816,0.13971
857,CAV1,7,116129839,116211239,265,18,142488,1.0812,0.1398
80339,PNPLA3,22,44284619,44353451,323,44,142488,1.0809,0.13986
29035,C16orf72,16,9150537,9223555,343,28,142488,1.0806,0.13993
26136,TES,7,115815547,115908840,338,22,142488,1.0805,0.13996
200810,ALG1L,3,125637459,125744383,464,28,142488,1.0804,0.13998
4951,OCM2,7,97604012,97654416,250,31,142488,1.0804,0.13999
84271,POLDIP3,22,42969727,43045968,246,29,142488,1.0803,0.14
81788,NUAK2,1,205261191,205325883,278,22,142488,1.0801,0.14005
8637,EIF4EBP3,5,139892251,139939163,54,13,142488,1.0801,0.14005
9404,LPXN,11,58284344,58380688,178,21,142488,1.0798,0.14012
5876,RABGGTB,1,76216879,76270775,205,23,142488,1.0796,0.14017
3169,FOXA1,14,38048757,38099325,124,23,142488,1.0795,0.14018
80323,CCDC68,18,52558740,52661739,270,18,142488,1.0795,0.14019
256815,C10orf67,10,23595520,23668772,203,19,142488,1.0789,0.14031
399967,PATE2,11,125636025,125683714,164,14,142488,1.0788,0.14033
83933,HDAC10,22,50673612,50724834,239,38,142488,1.0788,0.14034
132789,GNPDA2,4,44684190,44763651,222,12,142488,1.0785,0.1404
9855,FARP2,2,242260664,242444256,611,33,142488,1.0784,0.14042
444,ASPH,8,62403115,62662199,710,47,142488,1.0783,0.14045
11063,SOX30,5,157041804,157134138,344,27,142488,1.0781,0.1405
79047,KCTD15,19,34252751,34316666,193,42,142488,1.0779,0.14053
90485,ZNF835,19,57163729,57218151,256,35,142488,1.0777,0.14057
9813,EFCAB14,1,47130831,47219792,230,17,142488,1.0777,0.14058
64781,CERK,22,47070307,47169152,453,51,142488,1.0776,0.1406
8748,ADAM20,14,70979078,71057756,226,23,142488,1.0775,0.14063
30820,KCNIP1,5,169745491,170173636,1552,152,142488,1.0773,0.14066
54532,USP53,4,120098775,120226673,389,23,142488,1.077,0.14073
4986,OPRK1,8,54128276,54199257,361,20,142488,1.0769,0.14076
2921,CXCL3,4,74892306,74939490,36,11,142488,1.0768,0.14079
284613,CYB561D1,1,110001658,110053063,133,13,142488,1.0766,0.14082
79939,SLC35E1,19,16650648,16718193,121,22,142488,1.0763,0.1409
9891,NUAK1,12,106447125,106568811,381,51,142488,1.0762,0.14092
23082,PPRC1,10,103857787,103920090,109,20,142488,1.0761,0.14094
157285,SGK223,8,8165258,8278941,476,40,142488,1.076,0.14096
1356,CP,3,148870197,148974832,363,44,142488,1.0756,0.14105
3692,EIF6,20,33856709,33907619,115,18,142488,1.0755,0.14107
83851,SYT16,14,62296567,62583915,1125,84,142488,1.0754,0.14111
152015,ROPN1B,3,125652987,125712297,218,24,142488,1.0752,0.14114
26747,NUFIP1,13,45503384,45598613,178,26,142488,1.0748,0.14123
6742,SSBP1,7,141403121,141460288,105,8,142488,1.0748,0.14123
163033,ZNF579,19,56078891,56127211,172,23,142488,1.0747,0.14124
23462,HEY1,8,80666245,80715098,107,23,142488,1.0747,0.14126
686,BTD,3,15607864,15699147,268,29,142488,1.0746,0.14128
283237,TTC9C,11,62460545,62516110,107,11,142488,1.074,0.14142
23505,TMEM131,2,98362799,98647389,597,25,142488,1.0738,0.14145
391194,OR2M2,1,248308288,248354331,200,18,142488,1.0737,0.14147
