GENE       CHR      START       STOP  NSNPS  NPARAM       N        ZSTAT            P
4726         5    1766496    1826165    107      13  681599       2.0285     0.021254
64979        5    1788499    1834956     73       8  684650       2.0947     0.018097
50805        5    1867541    1922293     43      12  670316       1.3443     0.089432
153571       5    2717058    2765511     35       4  672523      0.18332      0.42727
153572       5    2736279    2786769     45       8  679376      -1.0541      0.85407
79192        5    3561168    3611517     43       9  686698       6.1095   4.9964e-10
170690       5    5105443    5330412    344      63  681825      0.54841      0.29171
23379        5    5387786    5500347    115      18  682909       1.6677     0.047692
84246        5    6362039    6413639     68      11  692666      0.74785      0.22728
134111       5    6402460    6506834    115      23  683737       1.0817      0.13969
54888        5    6589352    6668473    123      13  688847       2.3757    0.0087582
6715         5    6598500    6679675    126      15  688517       2.4295    0.0075602
11044        5    6679076    6767161     87      12  685233       1.7242     0.042332
108          5    7361343    7840194    503      53  681098       3.9356   4.1496e-05
4552         5    7816299    7911237    121      22  682159       3.3459    0.0004101
134121       5    7820491    7886603     87      18  681981       3.6051   0.00015602
79072        5    7849272    7904150     71      12  683239       1.7908     0.036664
9037         5    9025138    9581233    752     112  682282       1.0118      0.15582
50834        5    9619109    9665463     28       6  690247       1.3909     0.082127
22948        5   10215041   10276501    115      13  680169      0.14206      0.44352
134145       5   10215619   10285145    125      14  681705      0.03771      0.48496
134147       5   10267707   10343168     69      12  678126     -0.13032      0.55184
10299        5   10318751   10450500     61       3  679829      0.44816      0.32702
83853        5   10406974   10475138     55       4  669264      0.32793      0.37148
651746       5   10529435   10667928    135      24  679694       1.0091      0.15647
1611         5   10669342   10796387    153      17  679342     -0.17735      0.57038
1501         5   10961952   11939155    979     124  680484       2.1996     0.013918
1767         5   13680437   14046841    479      47  685635       2.3451    0.0095119
7204         5   14108817   14520313    413      31  685110       2.8306     0.002323
54491        5   14546891   14626289     54      12  684224      0.26026      0.39733
90268        5   14629783   14709842     63       8  687273      0.65341      0.25675
56172        5   14694909   14906887    170      29  681176       1.9551     0.025287
23194        5   15465305   15949905    353      26  687051      0.69876      0.24235
441061       5   16057474   16214897     87      14  684148      0.41291      0.33984
90441        5   16441628   16500894     57       9  682232      0.22336      0.41163
54463        5   16462922   16652167    228      35  685585       2.0506     0.020155
4651         5   16652016   16971385    299      60  677084       1.1069      0.13418
10409        5   17181932   17286954     99      20  674315       3.8183   6.7187e-05
1016         5   19463140   20610972    880      63  681531        1.485     0.068777
100506217    5   21471416   21520033      3       2  627876       1.5948     0.055384
1010         5   21740870   22888731    881      63  685446       2.2759     0.011426
56979        5   23472724   23538706     40       8  672253       1.1792      0.11917
1008         5   24477209   24680085    157      27  683654        1.655     0.048962
1007         5   26870709   27073689    161      19  685692     -0.57012       0.7157
1004         5   31158762   31339253    151      22  684495        1.654     0.049062
29102        5   31390601   31567282    175      24  683259       1.4489      0.07368
55322        5   31497373   31565165     74      13  688245       1.8986     0.028806
23037        5   31604345   32121038    498     117  675504      0.46155       0.3222
64083        5   32114817   32209425     30       5  684764       2.1508     0.015746
54545        5   32217111   32348114     45       4  688606       1.5618     0.059164
51663        5   32344456   32479844    121      18  682792       2.6913    0.0035583
10923        5   32550605   32614185     36       6  672610      -2.0333      0.97899
4883         5   32675284   32801830    120      16  733067        3.472   0.00025828
6897         5   33405802   33478196     70       8  685871     0.081469      0.46753
81792        5   33513640   33927319    436      52  675471     -0.06533      0.52604
51289        5   33901491   33949023     53       7  674512       1.3299     0.091772
51151        5   33934721   34019780     79      15  666667        1.831     0.033548
23600        5   33977091   34043220     87      10  683468       1.7098      0.04365
114899       5   34007963   34078371     66       7  681012       1.2139      0.11239
26064        5   34621342   34842717    215      41  682921      0.43328      0.33241
153657       5   34804269   34909567    109      19  683633       0.1893      0.42493
55299        5   34880820   34935787     30       6  685244      0.37186        0.355
134218       5   34894698   34969069     34       6  686763      0.56813      0.28497
5810         5   34895365   34950780     24       5  686621      0.57612      0.28227
64902        5   34988206   35083293    102      14  683752      0.53616      0.29592
5618         5   35038861   35265823    240      34  686617      0.54976      0.29124
79925        5   35582900   35824713    253      20  684646       1.0817       0.1397
3575         5   35821977   35889705     86       9  686820       1.1674      0.12152
133690       5   35894397   35973881    110      14  686910       1.1256      0.13017
133688       5   35943191   36101639    157      23  684667       1.0542      0.14589
167127       5   36025119   36102023     90      13  685694        1.376     0.084416
92255        5   36093414   36187015     69      11  690254      -0.9829      0.83717
6502         5   36117091   36194143     63      10  690565      -0.2066      0.58184
133686       5   36182694   36277258     63       5  683364       1.6369     0.050822
202151       5   36237950   36337011     63       7  683976      0.87526      0.19072
6507         5   36571457   36698436    134      29  687713       3.8483    5.948e-05
25836        5   36841861   37075926     77       8  688147       2.5979    0.0046899
65250        5   37069423   37284530     52       6  678150       3.1275   0.00088141
9631         5   37281735   37406228     26       4  690540       2.8754    0.0020173
55100        5   37344391   37762774    171      11  685154       2.3157     0.010288
2668         5   37802779   37874782     75      13  686816      0.94225      0.17303
100861519    5   37805540   37885901     98      15  686070         1.12      0.13137
133584       5   38223511   38475582    264      31  680321    -0.015201      0.50606
3977         5   38465065   38630507     92      10  680192     -0.41893      0.66236
9180         5   38810960   38945743    131      23  682086       1.6919     0.045333
253260       5   38928022   39109505    131      11  679189       1.2597      0.10389
2533         5   39095354   39305759    193      22  684395       1.3012     0.096588
735          5   39274377   39399655    101      17  675032     -0.20638      0.58175
1601         5   39361776   39460335    115      19  679586      0.74247       0.2289
5734         5   40645032   40706962     35       4  661411       1.2455      0.10647
23548        5   40701678   40791072     53       7  682052       1.4391     0.075063
5562         5   40749481   40833297     45       7  687596       1.1548      0.12408
84674        5   40806410   40865456     31       6  689742       1.2454      0.10649
6167         5   40821430   40870387     35       7  689703       1.2393      0.10762
730          5   40874599   40993041    136      16  681320       1.3389     0.090295
133558       5   40988122   41106444    156      19  687337       1.5457     0.061092
729          5   41132248   41296588    187      25  685123       1.2357      0.10828
345557       5   41297048   41545730    194      22  684021       1.6269     0.051884
5019         5   41720167   41905791     84       5  681286       2.0006      0.02272
285636       5   41869423   41931738     40       5  671336       1.2598      0.10388
26272        5   41890352   41951672     34       4  679804      0.73398      0.23148
2690         5   42388577   42731980    198      17  683196       2.9175     0.001764
100129792    5   42721920   42812539     83       5  685527       3.7144   0.00010186
6414         5   42789982   42847024     50       5  691862       3.7631   8.3925e-05
389289       5   43029182   43075447     16       4  684257       4.0107   3.0264e-05
7690         5   43085985   43186351     64       9  683140       7.0081   1.2081e-12
167359       5   43157170   43290952     64      13  686224       7.7466   4.7184e-15
3157         5   43277572   43348614     51       4  687018       2.2527     0.012139
56477        5   43366747   43447488     46       8  685274       1.9063     0.028307
64417        5   43434354   43519171     45       4  682182      0.35013      0.36312
375444       5   43476803   43550273     30       3  678271      0.47478      0.31747
10605        5   43516369   43592521     20       2  681994     -0.99371      0.83982
23530        5   43567791   43715668     77       5  686274     -0.94018      0.82644
2255         5   44295004   44424808    117      11  682027        2.608    0.0045531
10884        5   44774027   44825616     34       2  692794       1.9707     0.024381
348980       5   45245052   45731220    171      12  689137      0.45785      0.32353
133418       5   49682026   49772234     36       4  680992     -0.79635      0.78709
79668        5   49926733   50152356    123       9  685263       -0.055      0.52193
3670         5   50643958   50700564     26       3  694384       5.7393   4.7548e-09
53918        5   52048774   52108451    109      15  687401       1.0712      0.14204
3672         5   52049136   52259485    306      46  685285      0.56139      0.28727
3673         5   52250156   52400609    245      24  687968      -1.4835      0.93104
4338         5   52381509   52440602     99      15  686091      -1.0909      0.86235
10468        5   52741183   52792964     36       9  694312     -0.52235      0.69929
4724         5   52821464   52989171    139      13  685377       1.2534      0.10503
54622        5   53170578   53641403    547      58  688246       4.1272   1.8361e-05
8988         5   53716431   53762214     80      16  684011        1.117      0.13199
112574       5   53778589   53852416     69      11  679695      0.94154      0.17321
11082        5   54263695   54316414     36       7  681941     -0.13679       0.5544
3003         5   54285107   54339960     27       6  675377       1.4333     0.075881
3001         5   54363474   54416080     29       4  686972       2.3814    0.0086224
166979       5   54398799   54504005     93       9  690748       1.3081     0.095422
493869       5   54420984   54473129     44       6  694568      0.99229      0.16053
345643       5   54505425   54558143     37       6  690255      -1.2468      0.89376
10309        5   54516980   54564508     36       6  692620      -1.3679      0.91433
54505        5   54542073   54638521     56       6  685485        -2.47      0.99324
23517        5   54568576   54731409    119       4  687431      -2.7408      0.99694
8611         5   54710670   54865906     90       4  688687      -2.1657      0.98483
153129       5   54911673   55043163    102       5  688161       4.1027   2.0418e-05
54514        5   54998845   55122975     68      10  688598       3.6793   0.00011692
133396       5   55112207   55228682     71      11  682651       1.4924     0.067797
3572         5   55220923   55325821     41       5  682846      -1.1161       0.8678
79722        5   55385507   55564186    141      21  673453       1.4374     0.075302
101928448    5   55799692   55865983     83      18  720827      0.50897      0.30539
4214         5   56075900   56201979    116       8  691194       2.7252    0.0032127
133383       5   56170087   56231359     59       7  692037       3.4919   0.00023982
166968       5   56205429   56282957     79       8  687368        4.173   1.5031e-05
65056        5   56434676   56570506     48       6  690705       2.3707    0.0088766
345651       5   56765843   56813636     60      13  685895       1.4954     0.067401
10769        5   57739809   57790966     80      12  690661       1.4035      0.08024
202309       5   57752262   57802185     78       9  690746       1.0146      0.15515
115827       5   57842950   58165221    355      37  685652      0.75766      0.22433
5144         5   58254865   59818925   1359     107  685003       5.6685   7.2006e-09
55789        5   59882739   60030993     73       7  676690     -0.26359      0.60395
79993        5   60037616   60175101    103      11  684466       1.5683     0.058403
1161         5   60159659   60275905     76       9  688404       2.5067    0.0060926
91942        5   60205956   60458864    169      11  682207       2.3103     0.010435
643155       5   60443536   60493302     58       7  683414       2.0033      0.02257
57688        5   60593100   60851999    138      11  688825       6.5739   2.4506e-11
285668       5   60898636   61012362    164      22  680065        3.761   8.4609e-05
3796         5   61566989   61693011     86       8  689438       1.9659     0.024656
51194        5   61664522   61934416    142      10  689931       2.0946     0.018105
27292        5   61674351   61734728     39       6  688328       1.7099     0.043639
100130733    5   61839562   61887275     24       4  690722       2.2027     0.013808
3350         5   63245875   63293119     17       3  669359       2.7573    0.0029142
285671       5   63426671   63678704    103       6  681234       4.6376   1.7625e-06
401190       5   63766774   63919285    139      20  688260       2.9385    0.0016493
100132916    5   63951135   64024017     43       7  684736       6.8563   3.5338e-12
285672       5   64003975   64099496     68       8  679575        7.845   2.1649e-15
10283        5   64029755   64324590    231      17  686492       6.2379   2.2178e-10
11174        5   64434563   64812704    289      22  685302        4.092   2.1379e-05
64105        5   64803593   64893995     90       5  687227       1.1593      0.12317
23398        5   64824063   64893376     70       4  688565       1.0423      0.14863
373          5   64875507   64955187     84       6  691023       1.2878     0.098902
80006        5   64885558   64971954     92       7  690053       1.5752     0.057602
54557        5   64951755   65053648     73       9  680745       2.1715     0.014946
57486        5   64983023   65135111    149      20  683269       1.9853     0.023553
55914        5   65187382   65386851     91       6  684451     -0.33565      0.63143
140890       5   65405046   65489444     51       5  687464      -1.0468       0.8524
375449       5   65857176   66475426    651      60  682422       4.8756   5.4227e-07
4064         5   66467205   66527617     74      14  674108       2.6114    0.0045084
5295         5   67476584   67607649     93      19  688177       2.9357    0.0016641
64924        5   68354776   68436899     36       6  683596      0.81037      0.20886
891          5   68427837   68484072     25       5  687337       1.7544     0.039679
64946        5   68450375   68516184     39       4  684432       1.8206     0.034331
92259        5   68478573   68535985     35       3  682301       1.9205     0.027397
1022         5   68495622   68583257     46       4  678114        2.017     0.021847
202243       5   68566519   68663623     39       4  679125       1.7505     0.040012
5884         5   68630124   68720628     34       4  679760       1.0239      0.15293
6880         5   68637551   68700840     25       4  676849       1.2107      0.11301
153562       5   68675939   68748701     21       2  682955      0.43808      0.33067
55814        5   70716442   70873649     97       4  682072      0.21835      0.41358
64087        5   70848115   70964533     83       6  676130       0.1527      0.43932
9607         5   70979990   71026875     71      11  678933       1.8793     0.030103
4131         5   71368118   71515397    129      30  685555       2.8124    0.0024587
23107        5   71505236   71651084     68      12  683323      0.11693      0.45346
79810        5   71581200   71666544     30       7  678348      0.21319      0.41559
167465       5   71728238   71838249    124       9  688626       5.0685    2.005e-07
3842         5   72077418   72220215     68       7  690577       2.0785     0.018834
115548       5   72216808   72396349     66       6  689708       2.9908    0.0013913
134285       5   72375286   72437765     44      11  689037       3.1188     0.000908
134288       5   72429080   72481073     68      13  684780       0.5312      0.29764
2297         5   72732083   72779352     21       4  686996      -1.0669      0.85699
689          5   72759250   72811448     58       4  684390      -1.0517      0.85353
84135        5   72826568   72888984     54       6  681431       2.1447      0.01599
57763        5   72838025   72896521     56       6  684011       2.3831    0.0085836
64283        5   72886983   73247818    352      37  681668       4.5554   2.6147e-06
3074         5   73900547   74027113    128      25  677164      0.96019      0.16848
8507         5   73913231   73972249     68      13  670596      0.20126      0.42025
84340        5   74007029   74098196     64       7  683669       1.6572     0.048743
10412        5   74027816   74082737     43       5  683965       1.5379     0.062035
26049        5   74063399   74198832     79       7  684064        2.095     0.018084
51301        5   74313246   74385743     43       7  687969       6.1094        5e-10
256006       5   74354122   74567703    114       7  688593        7.715   6.0507e-15
3156         5   74597159   74667926     47       7  754257       7.6659   8.8818e-15
10087        5   74656928   74842806     72       8  747168       6.1094        5e-10
51426        5   74772657   74905646     57       8  725689       6.1094        5e-10
728780       5   74872301   74977671    120      15  753394       6.1094        5e-10
134359       5   74960023   75048313     88       9  757509       7.5793   1.7375e-14
22987        5   75343997   75659764    319      41  685136       3.7338   9.4321e-05
10788        5   75664131   76013957    392      52  681155       1.1518      0.12469
2151         5   75901307   75954259    136      11  684460      0.33836      0.36755
2149         5   75976868   76041595     78      10  684647      0.63404      0.26303
2150         5   76079833   76141140     46       7  687106    -0.083251      0.53317
170591       5   76110826   76227056     79      15  676626       1.0878      0.13835
1393         5   76213680   76275299     53      11  677299       2.5767    0.0049869
55109        5   76291210   76371059     62      12  677835       1.0011      0.15839
84327        5   76362532   76418030     23       5  666333       3.6876   0.00011321
8622         5   76441082   76734081    345      36  692586       3.5561   0.00018818
55255        5   76717622   76823332    129      10  687157   -0.0047896      0.50191
23440        5   76914537   76969522     26       5  679103      0.45588      0.32424
6902         5   76976995   77107185    137      11  683170       2.9937    0.0013783
8546         5   77288150   77625579    200      16  689556       4.7463   1.0361e-06
9522         5   77621339   77786562    128      11  688522       5.3872   3.5773e-08
10184        5   77771038   77979648    202      17  688108       2.7583    0.0029053
411          5   78063032   78317357    283      29  680598       3.6302   0.00014159
29958        5   78283387   78400497    118      13  682157       1.1554      0.12397
23743        5   78330547   78395897     51       6  676790      0.43141      0.33309
635          5   78372604   78438113     41       7  688606      0.89532      0.18531
133746       5   78496925   78633038     71       5  680619       1.8339     0.033334
9456         5   78659647   78844659    115      14  679153       3.3375   0.00042266
167153       5   78873243   78992471     57       6  683912       3.1473   0.00082405
202333       5   78950659   79106049    154      34  679072       2.4136    0.0078977
345778       5   79262539   79322088     59       6  687740       2.2009     0.013873
7060         5   79296170   79389111     69       8  687707       1.9725     0.024276
256987       5   79397050   79586898    172      35  681973       1.8384     0.033003
84654        5   79580790   79627661     49       9  692061      0.49519      0.31023
9765         5   79668386   79785498     70       4  678860      -1.1992      0.88477
167555       5   79748800   79848382     49       7  684328      -1.5033      0.93362
340120       5   79842574   79901304     50      10  696425       1.4284     0.076592
1719         5   79912045   79985800    104       5  680549       0.6447      0.25956
4437         5   79915467   80182634    277      16  683938      0.25718      0.39852
100462981    5   79935819   79981854     91       5  678973      0.63766      0.26185
5924         5   80221491   80535981    360      49  685597       2.2396     0.012558
1160         5   80493605   80572217     72      10  690749     -0.30043      0.61808
84240        5   80562402   80618966     33       5  695435     -0.64029      0.73901
134526       5   80615731   80724988     64      15  682865       3.5999   0.00015918
23635        5   80703179   81082072    275      23  677228       8.0399   4.4942e-16
83734        5   81232844   81561958    121      16  687452      0.54632      0.29242
6228         5   81559139   81609235     29       3  693722      -1.1073      0.86592
92270        5   81566166   81624147     42       6  690511     -0.43422      0.66793
7518         5   82338317   82659579    223      17  681020       1.1716      0.12068
153339       5   82338665   82408272     67       6  685023      0.32499      0.37259
1462         5   82732493   82888122    162      27  685653      0.57219       0.2836
1404         5   82924017   83051896     74      16  673927        1.364     0.086276
10085        5   83226414   83715685    334      46  680488       1.2985     0.097051
1350         5   85878784   85926583     12       4  668438       1.6115     0.053535
5921         5   86529070   86697743     55       6  678961       6.7464   7.5803e-12
902          5   86677310   86743850     33       7  669748       7.0525   8.7857e-13
153396       5   87475450   87599665     62       6  680282       6.5071   3.8298e-11
4208         5   88004058   88234922    136      16  683835       6.0803   5.9977e-10
1070         5   89679528   89740611     23       5  676180       1.5815     0.056887
10622        5   89734876   89820474     61      10  681066       2.4135    0.0078996
153364       5   89744020   89805585     47       8  681960       2.3193     0.010191
116068       5   89801443   89860401     43       5  673095       1.6632     0.048141
84059        5   89819617   90470254    600      42  685375      0.66215      0.25394
57561        5   90654541   90714149     23       3  683744       1.0872      0.13847
7025         5   92884043   92940319     15       3  682599      0.44689      0.32748
83989        5   92943431   93482404    219      10  685192      0.78635      0.21583
134187       5   93066015   93112309     11       3  690054        1.064      0.14366
285600       5   93476556   93989309    261      37  681272       1.9612     0.024929
84250        5   93918086   94043326     94      10  684338       1.8586     0.031545
79772        5   94028280   94655279    557      66  684038       4.8547   6.0283e-07
153643       5   94692048   94796145    123      18  681006       3.9792   3.4578e-05
9652         5   94789599   94925709     73       5  683241        2.992    0.0013857
153642       5   94855825   94950806     39       5  682538       3.4666   0.00026351
285601       5   94920980   94967284     17       5  676952       3.4733   0.00025707
317671       5   94947471   95002849     35       5  680194       1.8098     0.035165
83890        5   94977885   95053885     66       8  689089       1.5212     0.064102
22836        5   95014181   95142071     93      16  688012       1.2962     0.097452
2745         5   95139553   95193577     67      16  683473       2.2588     0.011948
22936        5   95210802   95332775     73       3  686997         1.14      0.12715
5122         5   95716040   95803985     81      12  686935       7.4899   3.4472e-14
831          5   95962741   96120387    212      31  690001       6.2016   2.7947e-10
51752        5   96086514   96184848    185      21  690502       6.2749   1.7488e-10
64167        5   96176644   96265420     77      12  684699       3.1595   0.00079014
4012         5   96236346   96375115     57       4  689255       2.6924    0.0035473
101929747    5   96259784   96306855     16       2  689214       2.5079    0.0060728
167410       5   96417574   96513520     74      13  682917       1.9135     0.027843
55781        5   96486571   96554005     74      12  679603        1.378     0.084102
285704       5   98069999   98142198     53       8  679306        2.023     0.021539
1105         5   98179689   98299522     76       7  692463       3.4531   0.00027714
100652833    5   98847964   98895170     28       5  677916       1.7393     0.040991
441098       5   99689925   99739362      5       2  679149     -0.60135       0.7262
345757       5   99836051   99932440     58       6  678817     0.068364      0.47275
7903         5  100132639  100273989     96       7  685962       1.8079     0.035312
353189       5  101559690  101667253    108      11  683086       4.1433   1.7116e-05
133482       5  101697492  101869720    169       8  685268       2.4539    0.0070648
5066         5  102166527  102376809    121      10  678351       4.6936   1.3423e-06
54826        5  102411704  102490842     34       2  681183       4.0727   2.3231e-05
23262        5  102420958  102549224     70       4  683334       4.2534   1.0529e-05
90355        5  102559442  102624361     37       4  677265       3.4851   0.00024599
83594        5  102874556  102933493     33      10  679918     -0.23892      0.59442
1946         5  106702590  107041596    360      56  686747       7.6704   8.5698e-15
64839        5  107184734  107753080    532      31  688417       8.1662   1.5909e-16
2241         5  108048523  108533373    328      29  684452       3.8688   5.4675e-05
9867         5  108660410  108780675     91       7  679790       5.0842   1.8463e-07
4124         5  108990156  109213429    295      17  685692       2.5598    0.0052369
642987       5  109745197  110097507    181      11  682005      0.13942      0.44456
91137        5  110038837  110110857     55       7  679660     -0.76881        0.779
85480        5  110370778  110423722     34       9  674960       1.1035      0.13491
134430       5  110392870  110476200     85      10  686146       2.3793    0.0086734
814          5  110524947  110840584    333      25  682136      0.42495      0.33544
134429       5  110821731  110883234     51       7  678317      -1.7797      0.96244
9315         5  111055000  111347628    268      26  682280       4.9159   4.4192e-07
64097        5  111468139  111790187    290      24  686637       3.0838     0.001022
324          5  112008202  112191936    125       9  683981       4.5069   3.2895e-06
6728         5  112161885  112238776     72       4  687573       4.8075   7.6425e-07
7905         5  112202081  112293339     59       5  683345       4.6684   1.5174e-06
167227       5  112277399  112367892     62       9  684304       2.8252    0.0023628
4163         5  112347796  112859527    661      40  685209       5.9148   1.6613e-09
83942        5  112758251  112805728     69      11  686274       3.3655   0.00038196
64848        5  112814391  112940984    168      10  684185       4.7494   1.0203e-06
3781         5  113663016  113842197    163      20  687550       4.2458   1.0892e-05
55521        5  114450459  114551243     57      12  679107       1.7868     0.036985
5229         5  114536527  114634123     84      10  690134       1.9882     0.023396
153733       5  114592885  114667458     66      12  690150       1.7943      0.03638
56929        5  114846605  114915591     51       8  681874      0.65229      0.25711
353376       5  114904339  114987142     42       5  685100       1.0187      0.15416
100302736    5  114904339  114996876     58       5  685932       1.0452      0.14797
51014        5  114938905  114996876     37       3  685899      0.92128      0.17845
1036         5  115130430  115187405     16       4  670675       1.9002     0.028706
1176         5  115142303  115259778     52       9  679993        1.416     0.078388
9140         5  115153893  115212548     21       5  683008       1.8091     0.035216
206338       5  115263151  115373303    195      26  677840       2.3842    0.0085573
644100       5  115352163  115404827     90      11  678074       2.9825    0.0014295
51397        5  115385727  115638978    399      16  685496       4.0425    2.644e-05
57556        5  115769251  115945551    192      42  677136       2.3092     0.010465
285605       5  118162569  118359240    106      14  678086       1.3413     0.089915
1657         5  118371839  118594822     70      10  684472      0.47957      0.31577
25816        5  118569418  118740294    184      27  688421       3.6091   0.00015364
3295         5  118753138  118888030    101      11  673080       2.1243     0.016821
340069       5  118930254  118981517     77       9  674065       2.3367    0.0097282
51334        5  119764973  120033009    323      33  683095       1.7223     0.042512
94033        5  121152650  121198528     38       4  677884       1.6269     0.051883
153443       5  121262656  121374295     56       4  688697      0.40872      0.34137
4015         5  121388890  121449206     57       8  675648      0.14593      0.44199
133923       5  121430215  121499266     44       6  667123     -0.36111      0.64099
100505841    5  121460871  121528358     32       6  672510       -1.037      0.85012
9627         5  121612455  121809794    141      15  686148       1.3919     0.081976
6643         5  122075691  122180234     74       6  686675       3.3756   0.00036831
28966        5  122146149  122357317    191       8  689444       3.1257   0.00088695
5480         5  122349078  122407425     51       8  688233       2.7231    0.0032335
93166        5  122389841  122539960    219      28  688988       2.3304    0.0098934
153241       5  122670579  122794286    133      11  691014       7.5629   1.9706e-14
1456         5  122812793  122962739    107       9  694512       2.5556    0.0053009
57507        5  123962606  124119517    115      26  677084       2.5958     0.004719
65983        5  125660788  125839853    189      39  677168     -0.14741       0.5586
501          5  125867533  125966104     68      14  675564     -0.09233      0.53678
51808        5  125901607  125972944     42       6  690006     -0.88417       0.8117
389320       5  125932414  125981974     22       4  694763     -0.56599       0.7143
4001         5  126077315  126182712     64      12  687633       1.3249     0.092594
115123       5  126193406  126401500     81       8  682092      0.20684      0.41807
401207       5  126368250  126444184     56       6  676453      -0.4714      0.68132
84466        5  126530206  126806914    261      19  685966       3.1663   0.00077208
133619       5  126818301  126900781     69       7  686930       2.6117    0.0045048
613212       5  126949713  127004322     63       9  675399      0.54337      0.29344
6558         5  127384483  127535380     86       6  684472       2.0924     0.018203
2201         5  127583601  127908735    276      22  685936      0.48576      0.31357
28965        5  128265951  128379335    166      15  688677      0.85291      0.19685
51015        5  128395442  128459721     73      10  684091      0.63181      0.26376
171019       5  128761103  129084376    275      18  688130       2.4979    0.0062469
100127206    5  129048884  129110756     60       7  689129       1.1949      0.11606
337876       5  129205389  129532327    202      12  684264        2.393    0.0083549
90624        5  130471641  130551119     49       5  673555       2.8311    0.0023192
3094         5  130484976  130536041     27       4  680147       2.1196     0.017022
56990        5  130564702  130740383     66       7  680892       3.3234   0.00044466
51735        5  130749614  131005929    161       7  681697        3.423   0.00030962
96459        5  130967407  131167756    103       6  682741       3.4303   0.00030148
728637       5  131132683  131316391     72       4  681894       3.5241   0.00021246
23305        5  131275666  131382761     90       8  688589       2.1168      0.01714
3562         5  131361347  131408896     46       5  689290      0.96413      0.16749
1437         5  131374485  131421863     42       6  682127       1.3124     0.094699
8974         5  131518299  131598556     72       9  692094       2.8019    0.0025398
8572         5  131558351  131619147     56       7  693061       1.8759     0.030333
6583         5  131595145  131689899    103       9  688099       3.2917   0.00049791
6584         5  131670396  131741306     58       7  688139       3.2328   0.00061296
3659         5  131807301  131861465     40       4  686350       1.3176     0.093825
10111        5  131857616  131990313     49       4  709598       2.2474     0.012307
3567         5  131867136  131927555     16       3  698080       2.0474     0.020309
3596         5  131958865  132006801     30       4  716907       2.7399    0.0030731
3565         5  131974678  132028370     41       6  700803       2.6423     0.004117
11127        5  132018323  132108265     61       4  683472      0.85756      0.19557
645121       5  132048137  132099856     21       2  677168      0.43663      0.33119
23176        5  132076509  132148976     37       3  685903      0.13883      0.44479
134548       5  132114033  132162489     19       5  687812        0.762      0.22303
134549       5  132147833  132201655     26       4  688434       1.8393     0.032936
27089        5  132167319  132214536     40       6  692244       1.9212     0.027351
116842       5  132174358  132220582     43       6  692556       1.7128     0.043375
2661         5  132186877  132237238     44       6  696041       1.7122     0.043426
27125        5  132201071  132334354     68       8  693898       1.4768     0.069869
54819        5  132322677  132397275     30       3  684689     -0.28533       0.6123
3308         5  132352662  132450709     30       4  689007      0.20055      0.42053
23105        5  132522152  132983223    501      78  681449       3.0761    0.0010487
56951        5  133281198  133339406     29       7  682066      0.34087       0.3666
7416         5  133297566  133376300     39       8  678597      0.52498       0.2998
101060024    5  133407530  133452801     44       7  687235       1.8742     0.030455
6932         5  133415402  133493920     69       9  682028       1.6524     0.049231
6500         5  133482082  133547724     38       5  676299      0.75022      0.22656
5515         5  133522148  133596950     35       3  680186      0.36503      0.35754
51265        5  133561817  133741805     50       2  685281      0.89767      0.18468
7320         5  133671843  133737799     19       1  686771      0.95804      0.16902
91368        5  133727756  133782598     19       4  685364      0.24615      0.40278
23338        5  133825003  133928918     82      16  687532       7.2031   2.9421e-13
51128        5  133926839  134003533      9       3  678814       2.8961    0.0018891
10802        5  133949472  134073601     10       3  674526       1.4135      0.07876
819          5  134039170  134097850      8       3  678032       2.6587    0.0039221
9879         5  134059461  134176811     21       6  677843       2.3069     0.010531
134553       5  134146370  134205425     10       3  666596       1.7587     0.039316
79770        5  134174427  134247323     16       5  670446       1.9553     0.025273
84105        5  134205810  134308336     43       7  685006       2.0244     0.021465
347732       5  134268596  134357397     53       8  682122       2.3456    0.0094983
100996485    5  134333970  134690370    286      50  677038       4.0706   2.3441e-05
5307         5  134353424  134404964     33       6  689137       1.3825     0.083415
9555         5  134660071  134770645     69       6  676547      0.84324      0.19955
140947       5  134769904  134818038     88      12  682576      0.39206      0.34751
497189       5  134774558  134823089     81      11  682395      0.46903      0.31952
4762         5  134859972  134906639     16       5  677956       2.6579    0.0039312
9547         5  134896369  134949969     66       7  684134       1.5954     0.055311
153328       5  135135365  135234326    136      16  685108       2.7092    0.0033728
3578         5  135217935  135266516     46       8  677569      0.62739       0.2652
26223        5  135231006  135287367     67      12  680355     0.040002      0.48405
3950         5  135272600  135325723     81       7  678897     -0.78629      0.78415
7045         5  135329584  135409507    101      11  680461     -0.64417      0.74027
4090         5  135433536  135528422     88       4  682166       2.6464    0.0040675
57113        5  135538458  135736164    184      16  686513      0.14655      0.44174
6695         5  136300987  136870018    630      56  681306       4.9074   4.6139e-07
26249        5  136943189  137185310    118      13  688679       3.7791   7.8685e-05
10949        5  137077073  137125039      3       1  691183       3.6645   0.00012393
9499         5  137168536  137233540     16       5  690919        2.411    0.0079546
27039        5  137190125  137286156     41       5  690773       1.2624       0.1034
51306        5  137263638  137422650     95       5  690662       1.0165       0.1547
7478         5  137384581  137438337     26       3  688504     -0.79344      0.78624
8382         5  137440861  137510132     13       3  685038       1.8083     0.035282
10902        5  137465455  137549358     22       3  674761       2.0651     0.019456
10112        5  137479408  137533404     15       3  671457        2.598    0.0046889
