# MEAN_SAMPLE_SIZE = 57472
# TOTAL_GENES = 16641
# TEST_DIRECTION = one-sided, positive (set), one-sided, positive (covar)
# CONDITIONED_INTERNAL = gene size, gene density, sample size, inverse mac, log(gene size), log(gene density), log(sample size), log(inverse mac)
VARIABLE        TYPE  NGENES         BETA     BETA_STD           SE            P
Cluster452     COVAR   16641       6.5166     0.014738       4.1239     0.057045
Cluster453     COVAR   16641       3.7985      0.00825       4.4604      0.19723
Cluster454     COVAR   16641       15.004     0.026006        5.591    0.0036457
Cluster455     COVAR   16641       8.2575     0.016387       4.7162     0.039994
Cluster456     COVAR   16641       22.962     0.034269       6.3086   0.00013691
Cluster457     COVAR   16641       10.401     0.021483       4.3971     0.009011
Cluster458     COVAR   16641       2.4872    0.0050815       4.7047      0.29852
Cluster459     COVAR   16641       6.0128     0.010891       5.2507      0.12608
Cluster46      COVAR   16641       2.6314    0.0089029       2.7422      0.16864
Cluster460     COVAR   16641      -1.4618   -0.0089362       1.8083      0.79056
Cluster47      COVAR   16641       3.1846     0.010383       2.8607      0.13281
Cluster48      COVAR   16641     0.092876    0.0003763       2.2806      0.48376
Cluster49      COVAR   16641     -0.56636   -0.0025146       2.0321      0.60976
Cluster5       COVAR   16641      -3.7269    -0.029985       1.1206      0.99956
Cluster50      COVAR   16641    -0.025008  -0.00012197       1.8701      0.50533
Cluster51      COVAR   16641       0.3674    0.0016614        2.004      0.42727
Cluster52      COVAR   16641     -0.71153   -0.0024379       2.7775      0.60109
Cluster53      COVAR   16641      -2.6423   -0.0092269       2.6954      0.83652
Cluster54      COVAR   16641      -2.0842   -0.0063426       3.1311      0.74718
Cluster55      COVAR   16641      -2.1285   -0.0070665       2.8388       0.7733
Cluster56      COVAR   16641      -3.7459     -0.01005       3.4438      0.86163
Cluster57      COVAR   16641      -2.3084   -0.0072094       3.0231      0.77744
Cluster58      COVAR   16641      -2.1101   -0.0077365       2.6157      0.79008
Cluster59      COVAR   16641      -4.2539    -0.017558       2.2523      0.97052
Cluster6       COVAR   16641      -3.9722    -0.027757       1.2898      0.99896
Cluster60      COVAR   16641      -3.9497    -0.014494       2.5636      0.93829
Cluster61      COVAR   16641      -5.9199     -0.02413       2.2948      0.99505
Cluster62      COVAR   16641      -3.8427    -0.014915       2.4207      0.94378
Cluster63      COVAR   16641      -5.9184     -0.02477       2.2106      0.99628
Cluster64      COVAR   16641      -4.3304    -0.021329       1.8047      0.99178
Cluster65      COVAR   16641       -4.474    -0.018588        2.234      0.97738
Cluster66      COVAR   16641      -3.4355    -0.022228       1.4167      0.99234
Cluster67      COVAR   16641       -2.863    -0.016624       1.5814      0.96487
Cluster68      COVAR   16641      -1.4347     -0.01066        1.215      0.88117
Cluster69      COVAR   16641      -2.7682    -0.016866       1.5107      0.96654
Cluster7       COVAR   16641      -3.8304    -0.027717       1.2476      0.99893
Cluster70      COVAR   16641      -2.7813    -0.014027       1.8177      0.93699
Cluster71      COVAR   16641      -3.5053    -0.017492       1.8354      0.97191
Cluster72      COVAR   16641      -4.9273    -0.023284       1.9494      0.99425
Cluster73      COVAR   16641      -3.3867    -0.016641       1.8594      0.96571
Cluster74      COVAR   16641      -4.3515    -0.020638       1.9348      0.98774
Cluster75      COVAR   16641       -6.239    -0.022568       2.4403      0.99471
Cluster76      COVAR   16641      -7.5385    -0.031969       2.1174      0.99981
Cluster77      COVAR   16641      -8.4064    -0.037605       2.0245      0.99998
Cluster78      COVAR   16641      -6.9965    -0.030665       2.0706      0.99964
Cluster79      COVAR   16641      -7.2561    -0.031853       2.0891      0.99974
Cluster8       COVAR   16641      -3.9215    -0.025518       1.3948      0.99753
Cluster80      COVAR   16641      -7.2745    -0.031694       2.0794      0.99977
Cluster81      COVAR   16641      -7.5244    -0.032253       2.1451      0.99977
Cluster82      COVAR   16641      -4.6652    -0.024653       1.7091      0.99683
Cluster83      COVAR   16641       3.9587    0.0080789       4.3737      0.18271
Cluster84      COVAR   16641       5.7532    0.0095549       5.6585      0.15465
Cluster85      COVAR   16641       17.889     0.029772       5.1861   0.00028178
Cluster86      COVAR   16641       20.762     0.034442       5.7838   0.00016612
Cluster87      COVAR   16641       13.787     0.026099       5.0803    0.0033304
Cluster88      COVAR   16641       18.019      0.02933       5.7667   0.00089177
Cluster89      COVAR   16641       13.661     0.023051       5.6079    0.0074308
Cluster9       COVAR   16641      -3.5811    -0.025698       1.2665      0.99765
Cluster90      COVAR   16641       13.839     0.024001       5.4372    0.0054643
Cluster91      COVAR   16641       17.389      0.03157       5.0941   0.00032151
Cluster92      COVAR   16641       23.911      0.03809        6.027   3.6529e-05
Cluster93      COVAR   16641         22.3     0.034284          6.2   0.00016166
Cluster94      COVAR   16641       22.119     0.034878       5.9569   0.00010274
Cluster95      COVAR   16641        6.872      0.01331       4.7789     0.075231
Cluster96      COVAR   16641       6.6526     0.014484       4.0486     0.050186
Cluster97      COVAR   16641       3.5015    0.0082427       3.7522      0.17537
Cluster98      COVAR   16641        21.62     0.037455       5.2834   2.1503e-05
Cluster99      COVAR   16641       16.119     0.029478       5.1203   0.00082376
